date,species,abundance,habitat,water_temp,salinity,pollution_index,fishing_pressure,climate_risk
2016-01-11,Turtle,316,Coastal,18.006628282594654,31.25351688606167,0.32204748757483814,0.6023667461533565,0.9810469708593877
2016-01-12,Turtle,430,Open Ocean,29.839044098212494,35.62963162822689,0.3648377150779111,0.43193174016356006,0.8177853336274534
2016-01-13,Dolphin,104,Coastal,24.61330874575943,36.51775589096727,0.029142640638731954,0.0005810374230806881,0.17768785954848154
2016-01-14,Starfish,310,Open Ocean,28.76370159809504,34.691680944044975,0.8741649739298654,0.6634401440366136,0.9723912095787145
2016-01-15,Seagrass,182,Coastal,30.72996552146349,36.96509924643424,0.0005650362709246348,0.08491633401724841,0.6681439630765531
2016-01-16,Coral,73,Open Ocean,30.294830933695692,35.29909739856917,0.47333727543350923,0.07891926595349985,0.6721444294342128
2016-01-17,Turtle,48,Open Ocean,27.419485047468832,33.49094635641312,0.7995808104829845,0.8832211627414053,0.3327693183011581
2016-01-18,Starfish,388,Reef,26.138411041706938,34.483541295536526,0.5690768770148302,0.6399975769733753,0.7799589933417346
2016-01-19,Starfish,434,Reef,23.655061962758268,30.478762535694415,0.84960142963636,0.48280478501121604,0.40497537032706754
2016-01-20,Dolphin,296,Coastal,27.78225716718865,30.024651766367604,0.350757439863177,0.5843486033163686,0.9848149083374356
2016-01-21,Crab,416,Coastal,22.44644544328879,35.38884690850187,0.4416294719937147,0.9754939893419154,0.16976428881592776
2016-01-22,Seagrass,374,Open Ocean,21.383069078602926,35.292055015251314,0.00622718273434697,0.2718615302885181,0.018873727236268234
2016-01-23,Crab,155,Mangrove,23.94420925360535,30.70060585022768,0.4503510538197356,0.10269634083302182,0.1727864869045439
2016-01-24,Shark,291,Mangrove,18.33218427595873,33.94157907616831,0.47784948191772714,0.3494044170835008,0.9030622061036424
2016-01-25,Starfish,244,Coastal,26.490005589995608,35.991767231852194,0.47291719242045127,0.6701348966255939,0.6772670538494008
2016-01-26,Seagrass,158,Reef,19.55366674725725,33.65001411850651,0.6039633426280557,0.436495951965457,0.4786867689137059
2016-01-27,Coral,31,Open Ocean,21.44569092755038,33.85375442855408,0.08370229743514057,0.9096228898195999,0.9778162272652697
2016-01-28,Crab,7,Coastal,24.297162795958187,30.005230328986926,0.00874192977032906,0.7110124939327419,0.29695363288557686
2016-01-29,Turtle,96,Open Ocean,22.373672740985803,36.21387951277775,0.8772323953464047,0.9480794487326647,0.019579873450170204
2016-01-30,Dolphin,358,Reef,30.20244774967509,33.588088619989264,0.7097899831472524,0.019186074324214486,0.40146603917117973
2016-01-31,Shark,418,Open Ocean,23.772379895925155,31.72671174109766,0.5924184851001533,0.09762111353690428,0.18306172082401262
2016-02-01,Shark,479,Coastal,31.134755850538852,35.35822052740575,0.6181941597409318,0.9684952928135047,0.8322944109242284
2016-02-02,Starfish,276,Reef,29.69192328788074,30.615251224492933,0.9602961383677411,0.035681020958656884,0.10434597247322241
2016-02-03,Dolphin,429,Coastal,31.436567125107565,35.05052747721231,0.9279461140440134,0.5283221831235022,0.41203502159934435
2016-02-04,Dolphin,11,Coastal,28.78718456870246,34.91656854226998,0.9851318983140059,0.9437268941779103,0.1878211259879844
2016-02-05,Dolphin,250,Mangrove,30.818359714902364,35.692387099359586,0.014552503616137247,0.13686105522866598,0.005685141028981211
2016-02-06,Seagrass,201,Reef,27.249442345131126,31.439377414794425,0.951229116966794,0.9233484179451524,0.3179196906266101
2016-02-07,Seagrass,396,Open Ocean,31.761482727899843,35.13812809460457,0.9139623581586315,0.1449255716877097,0.9147375298319377
2016-02-08,Turtle,245,Coastal,20.307494468270686,34.24119426555624,0.36415628438635417,0.12278951257340054,0.16532687466824025
2016-02-09,Dolphin,392,Reef,24.18658904049311,33.821443663082135,0.6761026714216886,0.2948419328234334,0.47231164673314774
2016-02-10,Dolphin,323,Mangrove,29.92953490485726,30.062678261261887,0.9617948541014311,0.8815779890446489,0.12170277444105959
2016-02-11,Starfish,68,Reef,24.505608398828258,33.255145780384,0.9529569427759841,0.7422825800698957,0.791442238063444
2016-02-12,Coral,217,Reef,23.93199545091028,33.264712831316736,0.20590256990893252,0.4191719993828149,0.9232879837800895
2016-02-13,Dolphin,88,Mangrove,21.595190465116637,30.82218576445696,0.7679494819530723,0.0829896378166517,0.4287026166551483
2016-02-14,Turtle,493,Reef,27.214691544988824,31.34496430740095,0.6009421691321466,0.2631561427488268,0.10618833967362429
2016-02-15,Shark,8,Coastal,20.404269852784306,31.84115680593997,0.6676462362001657,0.5572033890611616,0.7285547259030337
2016-02-16,Shark,295,Coastal,24.084096484178772,32.59363661016703,0.7124055591651279,0.600105583572123,0.6666865630004792
2016-02-17,Starfish,270,Coastal,23.3549501261716,31.558858340892996,0.38683306401267314,0.7637617630611871,0.9526824993993804
2016-02-18,Dolphin,442,Open Ocean,19.21960544138465,36.93982586628055,0.9838426257379399,0.6427649715795128,0.7028174186471488
2016-02-19,Starfish,433,Mangrove,31.388671747392657,31.70787335625858,0.08031566237540766,0.5405260511546347,0.3698391231858503
2016-02-20,Crab,494,Mangrove,28.26749252018117,32.34244901195025,0.07582580938996486,0.9378937156201317,0.6736231033916533
2016-02-21,Seagrass,372,Open Ocean,30.59238042405339,32.479925118978514,0.032967281819160976,0.4413933122587853,0.30507377061938024
2016-02-22,Dolphin,145,Reef,28.06152060491999,33.201312552959166,0.542106353966045,0.7518763008189933,0.5163966815115095
2016-02-23,Seagrass,415,Reef,28.805329363022175,30.22764422157611,0.2399207843203527,0.7462436684729606,0.22397983425650247
2016-02-24,Seagrass,59,Coastal,20.64639608264413,36.896599095631025,0.36798572496374615,0.9439071866274011,0.19917783713538473
2016-02-25,Turtle,244,Open Ocean,25.812388334503467,30.137731157744476,0.33971901328080134,0.3155879969062747,0.681447406689329
2016-02-26,Dolphin,97,Coastal,26.743322364689465,35.45229437864188,0.2396315552281263,0.04940874295063957,0.7625020474201317
2016-02-27,Starfish,356,Mangrove,23.019296956301982,34.4452997884992,0.067884039637787,0.12911031643259918,0.818113079078667
2016-02-28,Turtle,441,Reef,27.772873546484874,33.536715919310545,0.9899200683194995,0.06735156900238692,0.3739231069821165
2016-02-29,Dolphin,327,Coastal,26.71673251853085,36.0994653480633,0.9341953432514637,0.07847842704764063,0.48759660928893334
2016-03-01,Crab,42,Open Ocean,27.353503675233128,37.73095836208973,0.6242310192270591,0.1833256501779632,0.2025429346544143
2016-03-02,Shark,409,Coastal,18.449162119270785,36.512717759292215,0.8591843849156753,0.5767873576955295,0.9117659883575401
2016-03-03,Shark,387,Open Ocean,29.237600742112207,37.87396081136402,0.19136765246974585,0.3999806899752095,0.32804697836101104
2016-03-04,Turtle,390,Coastal,30.07208243432055,34.36326328655781,0.7055227107346338,0.8770981405793987,0.4101191307038383
2016-03-05,Turtle,17,Coastal,19.92818090475132,31.96365955511006,0.648475416394956,0.20594468961267565,0.9807777664092888
2016-03-06,Crab,70,Coastal,21.096927622539848,32.53613719194467,0.3137647656807322,0.4038309421213052,0.3862495056081615
2016-03-07,Shark,248,Open Ocean,19.532669936804275,33.836085499225575,0.4729276432934413,0.22642009575549993,0.05538621196288718
2016-03-08,Dolphin,196,Open Ocean,29.428919543476766,33.31819490612279,0.7653227449922145,0.5565478583263436,0.16542209424840104
2016-03-09,Shark,229,Coastal,26.911645614903655,34.78945962468119,0.018184406438092493,0.4611132360965007,0.05140801651678362
2016-03-10,Dolphin,281,Open Ocean,19.69164505239198,36.26009895162029,0.8718924587627893,0.16994659967299108,0.8511915809068423
2016-03-11,Shark,208,Mangrove,18.44156028930836,31.706960600600468,0.068832469689034,0.16235890819121412,0.5817936749773791
2016-03-12,Coral,21,Reef,28.52739709812237,32.60931209019495,0.2007282185297382,0.659000961808952,0.27827091503086476
2016-03-13,Dolphin,401,Reef,20.97746921329462,30.14913934004955,0.9117424949509642,0.02749261570394146,0.5541676039268288
2016-03-14,Starfish,87,Coastal,29.936901534807284,31.52546374111844,0.5047704158891065,0.27163766572504766,0.2385717530064203
2016-03-15,Turtle,7,Mangrove,27.978738089788735,35.07585791159331,0.5079855534922607,0.29294680989142086,0.6913996138281424
2016-03-16,Dolphin,368,Open Ocean,28.135734417893,37.52005061987178,0.28617141524886003,0.1417438353527385,0.8243708847318936
2016-03-17,Dolphin,468,Coastal,27.82549544683951,30.022145377920044,0.6258857421593229,0.5641673566869615,0.9825222689744818
2016-03-18,Shark,235,Open Ocean,21.291151055310458,35.740076066124416,0.7805836857735732,0.5666175411223318,0.7467894549944532
2016-03-19,Seagrass,156,Reef,22.540689824196775,37.13934240281754,0.3514561173486789,0.4061871330832675,0.9066770716796957
2016-03-20,Crab,411,Reef,21.64207160039882,35.9479829179287,0.8162176393758614,0.8636281224787258,0.8478772344276108
2016-03-21,Crab,155,Reef,22.07026825762666,34.24740489361761,0.5112846910396963,0.4248159517200124,0.10479848115368084
2016-03-22,Starfish,451,Coastal,31.284631951270114,36.06189955011289,0.24275416025086805,0.5644753616971591,0.9375360317085853
2016-03-23,Dolphin,271,Reef,28.360781025549215,36.32266871975919,0.673863087551725,0.2080358191140319,0.33230467865717594
2016-03-24,Shark,278,Reef,29.364512119042704,31.44224426978003,0.7248007718523896,0.1340271923122085,0.5161078470397733
2016-03-25,Shark,285,Reef,23.8784786967279,31.8078463909197,0.9231610861725944,0.28515714250335156,0.27403051349520435
2016-03-26,Starfish,321,Open Ocean,31.05768646691229,37.27064534604023,0.18971666149004895,0.3994294101189886,0.2762054464905175
2016-03-27,Turtle,249,Open Ocean,19.59577318645556,35.518585074403234,0.061241707465305995,0.8809347634268327,0.5033924451616648
2016-03-28,Dolphin,332,Coastal,28.092146435195488,33.3584473696279,0.5038449819898642,0.8751390193838611,0.7918693396707293
2016-03-29,Coral,270,Reef,19.4458870192815,37.85303143982325,0.7995417421803879,0.7035745108712597,0.43006038183544326
2016-03-30,Crab,3,Reef,20.988820395902167,33.32445098801455,0.5061732721166561,0.014353110734343644,0.6668584554257111
2016-03-31,Seagrass,148,Open Ocean,25.863929514961036,34.295308187126544,0.1784723360591628,0.27873813635731326,0.1034327666173479
2016-04-01,Coral,23,Open Ocean,21.745399447742905,33.06744321947243,0.7429289538185757,0.31252545155706346,0.4271314142243867
2016-04-02,Seagrass,211,Coastal,18.500805244651136,32.356755323946345,0.7076392062063849,0.12087552430854176,0.5601592225727864
2016-04-03,Shark,471,Coastal,30.299106697865795,34.35094982517549,0.07805782375906589,0.4157209633061304,0.19361262529723
2016-04-04,Dolphin,493,Open Ocean,24.946649198149817,32.51414033427524,0.17839337917985032,0.3854461723554852,0.9641561593343042
2016-04-05,Turtle,273,Coastal,24.430639127167257,32.13345480896856,0.17554401923035368,0.874349274992722,0.30868403568623815
2016-04-06,Dolphin,404,Open Ocean,30.145424730865926,30.79479807543494,0.7025150269936701,0.2854825455424781,0.6830943272538332
2016-04-07,Coral,459,Coastal,30.046835143075533,33.70983916360776,0.631618907830792,0.3802866762450021,0.0268193766640058
2016-04-08,Coral,203,Coastal,20.525633897351444,35.31528943795482,0.05608937728831054,0.5321908691640808,0.35091736726155964
2016-04-09,Crab,438,Mangrove,23.174291107488415,30.307198024361988,0.39131411064827015,0.692965412229143,0.7251781713518576
2016-04-10,Turtle,340,Coastal,21.88436465012591,31.759483775336808,0.798093013958071,0.5134347300870131,0.8127859883874172
2016-04-11,Crab,9,Mangrove,26.62949957457728,35.93608888024767,0.16237152411202171,0.3086612919277827,0.4191697911894193
2016-04-12,Coral,354,Mangrove,23.35729438207165,30.202533307241993,0.34464353215333776,0.40867809553025947,0.2709571841040417
2016-04-13,Starfish,248,Mangrove,29.507725693565565,33.71051990346096,0.02789139479749847,0.7153231966594289,0.4579792106669761
2016-04-14,Crab,18,Open Ocean,28.97398886042687,35.510030633684416,0.7385312667689303,0.5792888636348303,0.6969002001720778
2016-04-15,Dolphin,73,Coastal,19.318800962807618,37.911155830017094,0.6072945966217383,0.12971644413390948,0.16768717433186364
2016-04-16,Seagrass,337,Reef,20.093351162893498,33.85437956248418,0.11800656176711999,0.1682645030681187,0.6742936206725926
2016-04-17,Starfish,288,Open Ocean,30.12718554362931,31.460762106542834,0.6629672627982948,0.7527781488852969,0.6539571953184713
2016-04-18,Shark,414,Coastal,26.476432884003753,32.88676721922912,0.3619453872813059,0.48277511759112346,0.015504817093781043
2016-04-19,Coral,125,Mangrove,20.946803425423838,36.834005316856675,0.3410167493796219,0.5358760675476213,0.749711518893684
2016-04-20,Shark,319,Mangrove,18.56966222784923,37.708648360912626,0.615347354846033,0.15736513949090347,0.818979467627439
2016-04-21,Shark,437,Open Ocean,29.600267692478383,31.19223257184121,0.09748551396446092,0.23005920718216655,0.11498050161182871
2016-04-22,Dolphin,6,Mangrove,30.174088150962675,36.70460556482811,0.7985729837626308,0.8228583602973161,0.6991849905483447
2016-04-23,Dolphin,298,Mangrove,31.549983986002776,33.48794056517697,0.6935660358985873,0.8219372696227418,0.14061225412118705
2016-04-24,Seagrass,68,Reef,26.793399324356727,37.442365397009354,0.16336111601104986,0.9949109822869142,0.42921785691630376
2016-04-25,Dolphin,329,Reef,22.62016540277591,37.227106703737306,0.6575147540272887,0.5244593503618807,0.8520369619409968
2016-04-26,Coral,171,Open Ocean,22.880385415193544,32.81814271062192,0.13050315293062098,0.09533404889709107,0.9535846668625764
2016-04-27,Shark,354,Coastal,31.03455070514751,37.214560822948656,0.5632930617422762,0.6772587986885322,0.9758630194336243
2016-04-28,Crab,381,Coastal,26.50043520313768,37.85720476798876,0.2750669985238695,0.4604019215517865,0.7216781482088331
2016-04-29,Crab,129,Coastal,22.7783262099816,35.137255235577115,0.2694082687529339,0.028974800836484627,0.8034432305004883
2016-04-30,Shark,270,Mangrove,26.01561001588537,32.95994633791428,0.174718587408075,0.8886939898009125,0.7633846657816035
2016-05-01,Crab,200,Reef,18.224808373265976,31.293509916760087,0.6226605977485604,0.4085455592180387,0.7572484439425826
2016-05-02,Shark,227,Mangrove,30.936803133510466,35.83809804462974,0.20147369741904764,0.028472580113308776,0.8284188254067747
2016-05-03,Coral,67,Open Ocean,20.02326273409523,33.918136514741846,0.8656813433802524,0.9909254219067153,0.9109559876937021
2016-05-04,Coral,13,Mangrove,18.228002402776667,36.809616255560655,0.34343208695548766,0.934467979384406,0.6733474052380582
2016-05-05,Coral,321,Mangrove,19.534690637557432,31.584532998624248,0.31822169167465075,0.9830578634255529,0.4364508098182702
2016-05-06,Seagrass,392,Coastal,19.660956045079164,32.06066818832387,0.8728074327730693,0.9624271456535651,0.6491037674327051
2016-05-07,Seagrass,114,Reef,26.980778066733937,34.117613751497075,0.49968892040475876,0.22300797633682212,0.744732158710491
2016-05-08,Coral,169,Reef,26.998404893709868,31.616247651841388,0.3023160126874598,0.9845305568989221,0.29046439340751196
2016-05-09,Dolphin,42,Reef,18.994112024940424,33.6474018656244,0.29109077595343946,0.06896080654587511,0.8263137843036515
2016-05-10,Crab,375,Open Ocean,27.5104159222914,32.58184820493345,0.7315064118196472,0.6826944948575323,0.08605372474614759
2016-05-11,Crab,169,Reef,19.36285207087314,33.77733696566183,0.9194427789996634,0.8117830668549874,0.28334127611166215
2016-05-12,Starfish,302,Coastal,20.139265493720607,33.54046605906568,0.9040531947865681,0.5460775722037865,0.3258883508462844
2016-05-13,Dolphin,10,Open Ocean,26.24778582939829,31.855251366909854,0.13943042839503605,0.635183671796917,0.7167582097424365
2016-05-14,Shark,382,Mangrove,27.731274700088413,35.98198847406597,0.8372563021329827,0.5181746403315939,0.7644415918604603
2016-05-15,Crab,226,Mangrove,26.182595382834684,30.006504159614817,0.1651755085786022,0.09650690148587393,0.8112291751690283
2016-05-16,Coral,104,Reef,19.354067713020363,36.556408662381955,0.23931471501863366,0.41708197962432914,0.48512289315978696
2016-05-17,Crab,85,Open Ocean,19.340260439441742,35.94069009866684,0.32281840488222946,0.43042567021412115,0.008937097584953202
2016-05-18,Seagrass,258,Open Ocean,27.379657773137964,34.93006126402129,0.7478767848683984,0.5628947200447363,0.40341468536467695
2016-05-19,Turtle,341,Coastal,24.428396241291054,35.45230364072431,0.12088745173899074,0.23193239218413497,0.26973736352805366
2016-05-20,Coral,105,Reef,24.546331682967953,37.10723842001242,0.4001177423977492,0.4931381819099484,0.807318885916072
2016-05-21,Dolphin,198,Mangrove,26.754513459063837,33.22369309506912,0.13592092175508097,0.49733910143835547,0.4540422902884107
2016-05-22,Crab,140,Open Ocean,28.079084670748703,31.14179419030208,0.22162996179068928,0.9702668878366032,0.18699764087223691
2016-05-23,Starfish,31,Reef,23.61658853573994,30.92519734820478,0.32993097227348944,0.4121554914259994,0.9255673648028457
2016-05-24,Dolphin,471,Reef,25.234697466462052,31.214805690167843,0.5057623110608166,0.020937450097730848,0.876707803734237
2016-05-25,Starfish,115,Open Ocean,22.3041405361813,30.503582445245367,0.29784266183684416,0.380312027719798,0.5368339863919297
2016-05-26,Seagrass,125,Open Ocean,31.32093972681171,31.27712049884748,0.057737800749257606,0.20733457503480968,0.9558576583306811
2016-05-27,Turtle,47,Coastal,19.471429631804185,37.55396961344068,0.29938369253250163,0.5831470300243995,0.0007751675644495082
2016-05-28,Seagrass,304,Mangrove,20.548928453796165,34.061481842773475,0.37234878777141,0.7049677134888243,0.07042741923217943
2016-05-29,Crab,2,Reef,31.413592897684076,35.05411826240075,0.2431224861200726,0.8887151991045137,0.5149554824051685
2016-05-30,Crab,400,Mangrove,31.74613021812568,35.617453382998384,0.9508132372173188,0.7693698333839794,0.9623656515737493
2016-05-31,Seagrass,91,Reef,21.62868650607497,35.01620863920162,0.42057148899448193,0.7799169147677162,0.2402561716148277
2016-06-01,Seagrass,408,Mangrove,31.089206579898956,34.65932100677247,0.6572461803495256,0.3293825473755718,0.6731115256922408
2016-06-02,Crab,467,Open Ocean,26.091850591741043,30.700780430535225,0.3164462126928268,0.20275564692543424,0.08329442860616332
2016-06-03,Shark,382,Coastal,21.932649914548804,31.359877131423165,0.6244637104502271,0.24095375056561974,0.24504484574938235
2016-06-04,Dolphin,7,Open Ocean,31.278498045071665,36.65580090615846,0.9565695824710782,0.3765536021456909,0.46429666537258096
2016-06-05,Shark,297,Mangrove,28.012060986584256,34.17112216029936,0.18837172204823416,0.7127584329046804,0.355088350268269
2016-06-06,Dolphin,24,Coastal,23.16644969148194,35.42232389652272,0.1288509735130411,0.8227776132019204,0.6091025391506785
2016-06-07,Crab,69,Mangrove,30.469231764839535,34.68274537706698,0.3856120385353743,0.056110877652350344,0.6653013736642867
2016-06-08,Seagrass,87,Reef,19.640550055426015,33.79943415692212,0.19958757985769648,0.7854452380771899,0.777062659444546
2016-06-09,Seagrass,331,Mangrove,21.766910874290936,34.090905953557694,0.464992191059693,0.430518642450892,0.6212443206117977
2016-06-10,Dolphin,109,Coastal,26.838480790232722,36.0652514139591,0.0510321725701085,0.4528394194698,0.6173780529512992
2016-06-11,Shark,162,Mangrove,25.674529554565325,31.431767864980912,0.7640791842251661,0.6318477196591391,0.6722366099608175
2016-06-12,Crab,138,Open Ocean,25.199109079604117,33.67525867771819,0.22346196793848572,0.5051597108106249,0.8608398705234652
2016-06-13,Seagrass,400,Reef,25.707312429237156,35.26377633289775,0.547980999196848,0.05728320879061788,0.6818333214795957
2016-06-14,Coral,276,Coastal,23.31972357624036,30.418821165311613,0.15343045552251378,0.31821947555857144,0.9402030967165019
2016-06-15,Seagrass,476,Reef,26.69789273343956,31.44091612971566,0.015429597101413117,0.6860435075334372,0.531503475261324
2016-06-16,Coral,491,Mangrove,28.003489182877345,36.19987479786903,0.4920553635902062,0.985513548213705,0.723918234353551
2016-06-17,Coral,127,Mangrove,30.53929506339186,37.34160195734608,0.14283147951286024,0.4141259582210971,0.817852573410281
2016-06-18,Turtle,47,Coastal,26.15357539706126,35.223785412813925,0.40872439232172775,0.5043102525371929,0.9677915890619941
2016-06-19,Seagrass,415,Reef,19.70307966719264,30.130360312410602,0.014027897656185173,0.7299618918636963,0.5101861699075414
2016-06-20,Turtle,47,Reef,26.939976099486067,35.450847697826944,0.8288335159814534,0.4887190176579921,0.05968369050761679
2016-06-21,Dolphin,407,Reef,18.650386296716803,35.971317793641994,0.15389512323172572,0.2084621884679574,0.32406918789175065
2016-06-22,Starfish,313,Reef,30.930638142497823,34.248921932385976,0.9265538381551442,0.8276587341158564,0.7255930880747885
2016-06-23,Shark,272,Open Ocean,23.045177886340444,30.159088838741837,0.6578237241781608,0.2254354791501071,0.10459490560923523
2016-06-24,Turtle,319,Reef,30.2267966815563,32.10292097226396,0.6823873479404929,0.34110745660247266,0.5118482158998688
2016-06-25,Turtle,152,Open Ocean,19.01340543004714,30.920830875806878,0.2651244192098843,0.13560306017156054,0.5176793690483582
2016-06-26,Turtle,279,Mangrove,30.68059591314962,36.725690437400615,0.18221615972182237,0.7401677857548169,0.3240336687385694
2016-06-27,Shark,20,Reef,24.68629093508799,35.22213399404428,0.43092410886485655,0.930955285324255,0.8828706632725052
2016-06-28,Dolphin,382,Open Ocean,31.237583916639707,30.45785699099747,0.9601780825228434,0.9300100303853448,0.08622391456835277
2016-06-29,Crab,50,Coastal,28.92284828487312,32.96349596110623,0.03586536687641384,0.011028058062836021,0.3090208414112878
2016-06-30,Starfish,11,Mangrove,29.779617785487147,36.23857940320491,0.8802028866905454,0.1755308462102262,0.6548095002836591
2016-07-01,Turtle,78,Reef,31.712773192983846,35.049254251780596,0.38618427165835956,0.722534965946911,0.8341516643200824
2016-07-02,Crab,470,Mangrove,20.910904678218444,34.59725701206093,0.4697760838134153,0.8198091836000218,0.40521441872920916
2016-07-03,Seagrass,369,Reef,18.59588306075556,35.86883284904498,0.9926855344864293,0.01630231660740966,0.4548609295031345
2016-07-04,Starfish,23,Mangrove,26.139671102063353,32.8705925106582,0.22903626030776747,0.6559613023341518,0.7069105316841746
2016-07-05,Seagrass,239,Open Ocean,21.521652313705278,30.899103558306784,0.5870280813213519,0.7935059721619369,0.917201750868399
2016-07-06,Coral,15,Open Ocean,28.1182710935266,34.798782492024245,0.564716777686395,0.5450319708878532,0.3287518439322248
2016-07-07,Starfish,335,Coastal,31.71810786665007,30.52748980763394,0.6344128003848093,0.5889664900261997,0.8732687333990707
2016-07-08,Crab,164,Open Ocean,23.53677369576128,37.038748051471735,0.435972272996377,0.5233370242365194,0.7400171827794488
2016-07-09,Seagrass,277,Coastal,24.684956058789723,32.92483921779672,0.4884270374158416,0.5849602783396578,0.4960087137935475
2016-07-10,Turtle,165,Coastal,30.690850378184376,37.69776874443029,0.2208758328130308,0.32756004017331664,0.6091620369780063
2016-07-11,Coral,212,Reef,18.231203854288317,31.379799331707005,0.736209908404948,0.13650994580410758,0.5627716315120628
2016-07-12,Starfish,127,Open Ocean,26.596010917926197,33.81199234231333,0.07113268221354452,0.1471816104339272,0.08386754532958363
2016-07-13,Coral,477,Open Ocean,28.07104326736623,36.168650733309434,0.562500305452509,0.11932946035358372,0.551137620205773
2016-07-14,Shark,104,Coastal,22.329654322786688,36.778846942732656,0.7569572374560862,0.026520221779318343,0.21108541151569948
2016-07-15,Shark,50,Open Ocean,21.781521265511554,34.661157688093425,0.611511860902348,0.7307085795300595,0.8183512624421442
2016-07-16,Coral,58,Open Ocean,31.6303556542395,36.49909548486156,0.20419743835658877,0.7299258564821107,0.4980847271485067
2016-07-17,Dolphin,457,Coastal,25.304516520605738,31.551082698666434,0.13309045843209055,0.8341272124688965,0.6524804266685765
2016-07-18,Turtle,18,Mangrove,24.067845073425673,35.95190853075443,0.5947446247150753,0.519799353350023,0.38093283691762003
2016-07-19,Seagrass,88,Reef,29.142526727519694,30.204053143137024,0.05331658560620767,0.1869485270362422,0.672295338007614
2016-07-20,Shark,11,Coastal,30.757244792475312,36.24340097636606,0.4558951811049553,0.34382118722599286,0.306318080199366
2016-07-21,Seagrass,57,Open Ocean,19.40979585155917,35.17077976728805,0.18019602988905536,0.6280817115380588,0.06933229838009747
2016-07-22,Crab,67,Open Ocean,28.79817805170606,35.31960149226323,0.03477967160220774,0.8798143565727795,0.34282798899419553
2016-07-23,Crab,444,Mangrove,18.242509252589432,36.920194754318814,0.28826282989352237,0.6299430556463445,0.3009782777670954
2016-07-24,Turtle,425,Open Ocean,22.3230629371469,35.629723487095724,0.30713047160272433,0.6686505400364626,0.25017199492308784
2016-07-25,Seagrass,366,Reef,24.49825859320012,35.92025192090714,0.0029748492984523756,0.023627324548309292,0.6838725294892579
2016-07-26,Crab,234,Open Ocean,22.071998666604365,37.285926251119285,0.6594057777195766,0.5792493225762838,0.8415766037691994
2016-07-27,Crab,487,Mangrove,21.851761583693236,32.13587063393841,0.039431043526860776,0.7177837879115863,0.03687929642629906
2016-07-28,Starfish,465,Reef,28.404661773544866,30.51610053933846,0.413787404093394,0.12895700425822731,0.551785071411753
2016-07-29,Dolphin,249,Reef,21.102062216672312,34.48933399970354,0.04795569183706683,0.07988550817958762,0.9187451674884093
2016-07-30,Seagrass,400,Mangrove,22.956969964418423,35.70332661527814,0.08898272893736492,0.7283665228385959,0.31400435146062555
2016-07-31,Starfish,269,Open Ocean,27.52886493626548,34.70840852524548,0.10746207656453377,0.4838857878772356,0.6394491077904191
2016-08-01,Shark,368,Mangrove,29.17412339303027,31.082674948508437,0.33749747837991717,0.6794215720038871,0.6227932610875043
2016-08-02,Coral,379,Coastal,31.380131128051005,31.385035636752928,0.32491115932992953,0.34804716834445326,0.830736434282399
2016-08-03,Turtle,97,Open Ocean,19.596973053877807,34.14490780913463,0.188896687390684,0.35779608612055613,0.6872749310602921
2016-08-04,Crab,222,Coastal,23.826844127920722,34.65450603738803,0.11858579663409163,0.8611515262945342,0.1216031126509457
2016-08-05,Seagrass,189,Mangrove,24.673752933459227,32.15150672608694,0.9843291720426469,0.6744864707668983,0.19629994635176684
2016-08-06,Dolphin,317,Mangrove,20.96272891689498,35.247478476266934,0.3771563367863692,0.3084461028514909,0.4241991688418947
2016-08-07,Coral,431,Reef,30.853229664697643,34.29344526927584,0.5349207256562278,0.5886398896618905,0.8410195327874531
2016-08-08,Shark,151,Reef,24.722233888841437,37.22023667710314,0.6204837007709615,0.9251653789597918,0.3227154542028682
2016-08-09,Seagrass,209,Coastal,23.88421884299119,33.17653661491951,0.803175920260354,0.0754728299460743,0.9257970496887107
2016-08-10,Dolphin,296,Open Ocean,26.479368453288004,34.315278042245126,0.4387141328705906,0.888797173657486,0.7426829325819791
2016-08-11,Turtle,160,Open Ocean,25.130912568257024,35.60422199331914,0.7744808385761207,0.16784080012662428,0.08440219076421585
2016-08-12,Dolphin,398,Reef,22.079834606684898,31.452563721230398,0.26604537938736117,0.8709574949883017,0.9572759896770041
2016-08-13,Coral,182,Reef,24.482228451702092,32.29054527066804,0.14182242439171333,0.8548492675510738,0.6348522819494228
2016-08-14,Dolphin,272,Coastal,24.512629118366227,37.218837561174354,0.4519891193654668,0.6214482284063005,0.13514279342385005
2016-08-15,Turtle,491,Reef,24.32606233273309,37.36826686368842,0.12995811152808934,0.691532538100837,0.4761249397148629
2016-08-16,Shark,329,Mangrove,22.25810460769472,31.253748586214964,0.47002199955692003,0.25842379174587904,0.012926309198553088
2016-08-17,Seagrass,273,Mangrove,18.996403744895836,37.31080324972977,0.32975361889302146,0.9112461069443585,0.35758337438536336
2016-08-18,Starfish,300,Mangrove,23.22399622545047,32.217019678368274,0.21548317191592425,0.3037669655425683,0.04917592797677328
2016-08-19,Seagrass,275,Open Ocean,21.100802550398907,33.82492559417904,0.8860280556703063,0.4432445827549,0.06970328766114475
2016-08-20,Coral,394,Coastal,22.235631332641677,30.96151977848892,0.8198438652999817,0.8387304165588025,0.8998310786294117
2016-08-21,Seagrass,333,Mangrove,21.027901909460535,34.249129841631024,0.16308923824965604,0.06113373507518394,0.22298430034558048
